1860.236517,4.10E+75,11.36363636,100,40,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,+,f6,*,*,*,+,*,f6,*,f6,f6,*,*,f6,f6,*,*,*,f6,+,*,*,f6,*,*,f6,*,+,*,*,f6,*,f6,f5,f6,f6,f6,f1,f6,f5,f6,f6,f6,f6,f8,f6,f6,f6,f6,f8,f6,f6,f6,f1,f6,f2,f6,f2,f1,f6,f6,f6,f6,f6,f2,f6,f6,f6,f1,f6,f6,f6,f6,f1,f6,f6,,,,,,,,,,,,,,,,,,
30160.18436,4.10E+75,11.36363636,100,40,*,*,*,*,*,*,*,*,*,*,*,*,*,-,*,*,*,*,*,*,*,-,+,*,*,*,*,-,*,*,*,*,+,*,*,*,*,*,f6,*,*,*,*,*,-,f6,*,*,+,*,*,*,f6,*,*,-,f6,*,*,f6,+,f6,+,f4,f6,f6,f2,f6,f6,f6,f6,f6,f6,f2,f6,f6,f6,f6,f6,f1,f6,f6,f6,f2,f6,f6,f6,f3,f6,f6,f6,f6,f6,f4,f6,f6,f6,f6,f6,f6,f2,f6,f6,f2,f6,f5,f6,f6,f6,f6,f6,f7,f6,f7,f6,,,,,,,,,,
3131.782896,4.10E+75,11.36363636,100,40,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,/,*,*,*,*,*,*,*,*,*,*,+,*,*,f6,*,f6,f6,*,f6,*,f6,+,/,f6,f8,f6,*,*,*,*,*,+,*,+,*,*,*,*,+,*,f6,f4,f6,f1,f6,f6,f1,f1,f6,f6,f6,f6,f6,f2,f6,f6,f4,f5,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f1,f2,f6,f6,f6,f4,f6,f6,f1,f6,f6,f6,f6,f6,f6,f6,f1,f1,f6,,,,,,,,,,,,,,,,
3493.783985,4.08E+75,11.36363636,100,40,*,*,*,/,*,*,*,*,/,*,*,*,+,*,*,*,*,/,*,*,*,*,*,*,*,f6,*,*,*,*,*,+,*,*,f6,/,*,*,f6,*,*,*,f6,+,*,/,*,*,*,+,*,*,*,*,*,*,*,*,f6,*,+,f8,f6,f6,f6,f5,f6,f7,f6,f6,f6,f6,f6,f6,f1,f1,f6,f3,f6,f6,f1,f6,f6,f6,f7,f6,f6,f6,f6,f2,f6,f1,f6,f6,f5,f6,f6,f1,f6,f6,f1,f6,f6,f6,f6,f4,f6,f6,f6,f1,f6,f5,f6,,,,,,,,,,,,
1396.910874,4.07E+75,13.63636364,100,41.53846154,*,*,*,*,*,*,*,/,*,*,*,*,*,*,*,*,/,*,+,*,*,*,*,*,*,*,*,*,*,*,*,f6,*,/,+,*,+,*,*,*,/,*,*,f6,f6,*,*,*,*,*,*,+,+,f6,f6,+,*,*,*,*,*,+,*,f6,f6,f3,f6,f6,f2,f6,f2,f6,f8,f6,f6,f6,f1,f6,f6,f6,f7,f6,f6,f6,f6,f6,f1,f6,f4,f6,f1,f6,f1,f6,f6,f6,f1,f7,f6,f7,f6,f6,f3,f8,f6,f6,f6,f6,f6,f4,f6,f6,f6,f4,f6,f6,f6,,,,,,,,
95383.68968,4.07E+75,13.63636364,100,41.53846154,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,+,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,f6,*,+,f6,+,*,*,+,+,*,f6,f6,*,f6,f6,*,*,*,*,*,*,*,+,*,+,+,+,*,*,f6,*,f6,f7,f6,f6,f1,f6,f1,f6,f6,f6,f6,f8,f6,f4,f2,f6,f6,f6,f6,f1,f1,f6,f6,f6,f1,f6,f6,f6,f6,f6,f6,f6,f6,f6,f3,f6,f6,f6,f6,f5,f6,f5,f6,f1,f6,f6,f8,f6,f6,f6,,,,,,,,,,,,
6427.173617,3.99E+75,11.36363636,100,40,*,*,*,*,*,*,*,*,*,*,+,*,*,*,*,*,*,*,*,*,*,*,+,*,*,*,*,*,*,+,*,f6,f6,*,*,f6,/,*,/,*,*,+,*,*,/,f6,f6,*,*,*,*,f6,+,*,*,+,*,*,*,*,f6,*,/,f6,f6,f2,f6,f6,f7,f6,f6,f6,f7,f6,f6,f2,f6,f6,f1,f6,f6,f6,f6,f6,f7,f1,f6,f6,f6,f6,f6,f6,f6,f1,f6,f6,f6,f4,f6,f6,f4,f6,f6,f2,f6,f6,f2,f6,f6,f6,f6,f6,f7,,,,,,,,,,,,
784.8098544,3.99E+75,11.36363636,100,40,*,*,*,*,*,*,*,-,*,*,*,-,*,*,*,-,*,*,*,*,*,*,*,/,*,*,*,*,*,*,*,/,f6,*,/,*,*,*,*,*,*,*,*,*,+,*,*,*,-,*,*,*,*,*,+,*,*,+,*,*,*,*,*,f4,f4,f6,f6,f6,f7,f6,f6,f4,f6,f6,f6,f6,f2,f6,f6,f6,f6,f6,f6,f6,f6,f8,f6,f6,f1,f6,f6,f6,f1,f6,f6,f5,f4,f6,f6,f8,f6,f6,f6,f6,f1,f6,f6,f4,f6,f6,f2,f6,f2,f5,f6,f6,f1,f1,f6,f1,f6,f2,f6,f6,f6
4033.97534,3.98E+75,13.63636364,100,41.53846154,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,+,*,*,*,f6,/,f6,*,+,+,+,*,f6,+,f6,+,*,*,*,*,*,f6,f6,*,*,f6,*,+,*,*,f6,f1,f6,*,f6,f6,f6,f6,f6,f7,f6,f6,f6,f1,f3,f6,f6,f8,f6,f6,f2,f6,f8,f1,f6,f6,f1,f6,f1,f6,f6,f6,f1,f6,f6,f6,f6,f6,f1,f6,f6,f4,f6,f6,f6,f6,f6,f6,,,,,,,,,,,,,,,,,,
5211.875103,3.94E+75,13.63636364,100,41.53846154,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,+,+,+,f6,*,f6,*,+,*,+,*,*,+,+,*,+,/,+,*,+,*,f6,+,*,*,+,f6,*,*,*,+,f6,f6,f1,f6,f4,f6,f8,f6,f6,f6,f6,f6,f2,f6,f6,f6,f6,f2,f1,f6,f6,f1,f6,f1,f6,f1,f6,f6,f1,f6,f6,f7,f5,f6,f6,f6,f6,f2,f6,f6,f6,f7,f1,f6,f6,f1,f4,f6,f6,f6,f1,f6,f6,f6,f3,f6,,,,,,
7243.513857,3.91E+75,13.63636364,100,41.53846154,*,*,*,*,*,*,*,*,*,-,*,*,*,*,*,*,+,*,*,-,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,+,-,f6,+,+,f6,f6,f6,f6,f6,f6,*,*,*,+,*,*,*,*,*,+,*,*,/,*,f6,f6,f6,f6,f6,f6,f1,f6,f6,f6,f6,f6,f6,f6,f1,f6,f5,f3,f2,f6,f6,f4,f1,f6,f6,f1,f1,f6,f4,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f1,f6,f6,f6,f1,f6,f6,f7,f6,f1,,,,,,,,,,,,
1279.974997,3.91E+75,11.36363636,100,40,*,*,*,-,*,*,*,*,*,*,*,*,*,*,*,*,-,*,*,*,*,*,/,*,*,*,*,*,*,/,*,*,f3,f8,f2,*,+,/,*,*,*,*,*,*,*,*,/,f6,*,*,*,*,*,*,*,*,*,f6,f6,*,/,*,+,f2,f6,f1,f6,f6,f4,f6,f7,f6,f6,f6,f1,f6,f6,f3,f6,f1,f6,f6,f6,f6,f1,f6,f6,f7,f6,f6,f8,f6,f6,f6,f6,f6,f6,f6,f6,f6,f3,f6,f6,f6,f6,f6,f6,f6,f6,f3,f6,f6,f6,f2,f6,,,,,,,,,,
1227.514558,3.89E+75,11.36363636,100,40,*,*,*,*,*,*,*,*,*,*,-,*,/,*,*,*,*,*,*,*,*,*,-,*,*,*,/,*,*,*,*,f6,f6,*,*,f6,*,+,*,*,*,+,*,*,*,-,+,f6,*,*,*,*,*,/,*,+,*,f6,+,/,f6,*,*,f6,f6,f6,f1,f6,f2,f2,f6,f6,f6,f6,f6,f1,f6,f2,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f2,f6,f6,f8,f6,f6,f6,f6,f6,f6,f6,f7,f4,f6,f1,f6,f3,f6,f6,f1,f6,f6,f7,f2,f6,f6,f6,,,,,,,,,,
1252.781489,3.84E+75,13.63636364,100,41.53846154,*,*,*,*,*,*,*,*,/,*,*,*,*,-,*,*,*,*,/,*,*,*,*,*,*,*,*,-,*,*,*,f6,f6,+,*,f6,+,/,f6,*,*,+,f6,*,*,*,*,*,*,+,*,*,/,*,*,-,f6,*,*,f6,*,*,*,f6,f1,f6,f6,f3,f6,f7,f6,f6,f6,f6,f1,f6,f4,f6,f6,f6,f6,f6,f1,f6,f1,f6,f2,f6,f4,f6,f4,f6,f6,f2,f6,f6,f3,f6,f6,f1,f6,f4,f7,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,,,,,,,,,,,,
1122.047285,3.77E+75,13.63636364,100,41.53846154,*,*,*,*,*,*,*,*,*,*,*,*,+,*,*,+,*,*,*,*,*,*,-,*,*,*,*,*,*,*,*,*,*,f6,*,*,*,+,*,+,*,f6,*,*,*,f7,*,*,f6,*,+,+,f6,*,/,+,*,*,f6,f6,*,+,*,f6,f6,f6,f2,f6,f6,f8,f6,f6,f6,f1,f6,f6,f6,f5,f6,f6,f6,f8,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f7,f6,f6,f7,f6,f6,f6,f7,f6,f1,f6,f6,f6,f6,f6,f6,f1,f6,f6,f6,,,,,,,,,,,,
793.471678,3.76E+75,11.36363636,100,40,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,/,*,*,*,*,*,*,+,*,*,*,*,*,*,+,+,*,/,*,*,+,*,*,+,*,f6,f6,/,+,f6,+,*,*,*,+,+,+,f6,f6,f2,f3,f6,f6,f1,f6,f6,f6,f1,f6,f6,f6,f6,f6,f6,f6,f4,f4,f6,f1,f6,f6,f7,f6,f6,f6,f6,f3,f6,f6,f1,f6,f5,f6,f1,f1,f6,f7,f6,f2,f6,f6,f2,f1,f6,f6,f6,f6,f6,f6,f4,f7,f6,f2,f6,,,,,,
3221.5467,3.64E+75,13.63636364,100,41.53846154,*,*,*,*,*,*,+,*,*,*,*,*,*,+,+,*,*,*,*,*,*,*,*,*,*,*,*,*,*,f6,f6,*,*,*,*,*,*,*,*,*,*,*,/,*,*,*,+,*,*,f6,+,*,*,*,*,*,*,+,*,f6,f6,f6,f5,f6,f6,f6,f6,f6,f6,f6,f2,f6,f6,f6,f6,f6,f6,f6,f6,f5,f6,f6,f7,f6,f6,f6,f6,f6,f6,f2,f6,f6,f6,f1,f6,f6,f2,f6,f6,f6,f6,f6,f6,f6,f2,f6,f8,f6,f8,f3,f6,f6,f6,,,,,,,,,,,,
1485.764101,3.61E+75,11.36363636,100,40,*,*,*,*,*,*,*,*,*,-,*,*,*,*,*,*,*,*,-,*,/,*,*,*,*,*,*,*,*,*,*,*,*,*,+,+,+,-,*,*,*,f1,-,f6,*,+,f6,*,*,+,*,*,*,*,*,f6,*,+,*,f6,*,*,*,f6,f6,f6,f2,f1,f6,f6,f3,f6,f4,f6,f4,f7,f5,f6,f6,f6,f6,f6,f6,f6,f5,f1,f6,f1,f6,f1,f6,f6,f6,f6,f1,f6,f1,f6,f6,f6,f8,f6,f6,f6,f6,f6,f1,f2,f6,f6,f6,f6,f6,f6,f6,f6,f6,,,,,,,,
177.4643698,3.60E+75,11.36363636,100,40,*,*,*,*,*,*,+,*,*,*,*,*,*,-,f6,*,*,*,*,*,*,*,*,*,*,*,*,*,-,*,*,*,*,+,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,f6,*,f6,*,+,*,-,+,f1,f6,f6,f6,f6,f6,f6,f6,f6,f1,f6,f6,f6,f6,f1,f6,f6,f6,f6,f6,f6,f1,f6,f6,f6,f6,f2,f6,f6,f6,f8,f6,f6,f6,f6,f1,f1,f6,f6,f6,f6,f6,f6,f6,f6,f1,f6,f6,f3,f1,f4,f6,,,,,,,,,,,,,,,,
4825.625446,3.57E+75,11.36363636,100,40,/,*,/,/,/,*,*,*,/,*,/,/,/,*,/,*,*,/,*,*,*,/,*,/,*,/,*,*,*,*,/,*,f6,*,f6,/,*,+,*,f6,/,*,+,/,f6,f6,*,/,*,*,*,/,+,*,/,*,*,*,+,*,*,/,*,f6,f1,f6,f6,f4,f6,f2,f6,f8,f6,f2,f6,f6,f7,f6,f6,f5,f6,f7,f3,f6,f6,f3,f6,f6,f1,f6,f6,f6,f1,f7,f6,f6,f3,f6,f6,f6,f7,f6,f1,f6,f6,f6,f6,f6,f4,f6,f6,f6,f6,f7,f6,f6,f2,,,,,,,,
1666.676429,3.57E+75,0,100,32.30769231,*,*,*,*,*,+,*,+,*,*,*,f6,*,*,*,*,f6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,f6,/,*,*,*,*,*,*,*,*,*,*,*,*,+,+,*,*,*,*,*,*,*,*,f6,f6,f6,f6,f6,f7,f6,f6,f1,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f1,f6,f6,f6,f6,f6,f6,f6,f6,f2,f1,f6,f6,f1,f6,f6,f6,f6,f6,f6,f6,f6,f4,f6,f8,f6,f6,f1,f1,f6,,,,,,,,,,,,,,,,,,,,
2306.720355,3.55E+75,11.36363636,100,40,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,/,*,*,*,*,*,*,*,+,*,*,*,*,*,*,*,*,/,*,*,f6,*,f6,*,*,f6,*,+,*,*,f6,+,*,+,*,/,*,/,+,f6,*,+,f6,*,*,*,*,*,f6,f6,f5,f6,f6,f1,f5,f6,f6,f6,f2,f6,f6,f6,f1,f6,f6,f3,f6,f1,f6,f6,f1,f6,f6,f6,f6,f1,f6,f6,f6,f7,f1,f6,f6,f7,f6,f6,f6,f6,f6,f3,f1,f6,f6,f6,f6,f6,f6,f1,f8,f6,,,,,,,,,,
1511.706081,3.26E+75,25,100,49.23076923,*,*,*,/,*,/,*,*,/,-,*,*,/,-,*,*,*,/,+,-,*,*,*,*,*,/,*,-,*,*,*,*,*,*,*,/,*,f6,*,f8,f6,*,*,*,/,*,*,*,*,f6,*,/,+,*,f6,/,f6,*,*,*,f6,f6,*,f6,f6,f6,f6,f6,f6,f6,f6,f3,f6,f6,f2,f6,f6,f6,f6,f6,f6,f6,f6,f6,f7,f6,f6,f6,f6,f1,f6,f6,f2,f6,f6,f8,f6,f6,f3,f6,f6,f3,f5,f6,f6,f6,f6,f6,f6,f6,f1,,,,,,,,,,,,,,
1666.223311,4.27E+74,13.63636364,100,41.53846154,*,*,*,*,-,*,*,*,*,*,f6,*,-,*,*,*,*,*,*,*,*,*,+,*,-,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,+,*,-,*,*,*,/,*,*,*,*,*,f6,f6,f6,f6,f6,f6,f6,f1,f6,f6,f6,f6,f6,f1,f6,f6,f6,f6,f1,f6,f6,f6,f6,f1,f6,f6,f6,f5,f3,f6,f6,f6,f6,f1,f6,f6,f2,f6,f3,f6,f3,f6,f6,f6,f6,f7,f6,f6,f6,f2,f1,f6,f6,f6,f6,f6,,,,,,,,,,,,
1391.365361,3.59E+72,15.90909091,100,43.07692308,*,*,*,*,*,*,/,*,-,*,-,*,-,*,/,*,*,*,f1,*,-,*,*,*,*,*,f6,*,*,/,*,*,*,*,+,*,*,*,*,*,f5,f6,*,f8,f4,*,/,*,*,*,*,*,*,*,f6,/,f6,*,*,f1,f6,f1,f6,f6,f6,f3,f6,f1,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f4,f6,f6,f7,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f8,f6,f6,f6,f6,f6,,,,,,,,,,,,,,,,,,,,,,
517.4371001,2.03E+69,13.63636364,100,41.53846154,*,*,+,*,*,*,-,*,*,*,-,*,*,f6,f6,*,*,*,*,*,*,*,-,*,*,*,*,*,*,*,*,*,*,*,*,/,*,*,*,*,*,-,f6,*,*,*,*,*,*,*,*,f6,f6,f1,f6,f5,f6,f4,f6,f6,f6,f6,f6,f6,f1,f6,f1,f6,f7,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f8,f2,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449.987446,2.71E+67,15.90909091,100,43.07692308,*,*,*,+,*,*,*,*,*,*,-,+,*,+,*,+,f6,*,*,*,*,*,f6,*,/,*,*,*,/,*,*,f6,f1,/,*,*,*,*,*,f6,*,*,f6,*,*,f7,f6,*,*,*,/,*,*,f8,f3,*,*,*,*,f6,f7,f6,f6,f6,f6,f1,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f7,f6,f6,f6,f6,f1,f6,f6,f6,f1,f6,f6,f6,,,,,,,,,,,,,,,,,,,,,,,,,,
2039.867985,3.94E+66,11.36363636,100,40,*,*,*,*,-,*,*,*,*,*,f6,-,-,*,-,*,*,*,*,*,+,*,f6,*,f5,*,*,*,f4,*,*,*,*,*,*,*,*,*,f6,*,f6,*,+,*,*,*,f6,*,*,*,*,f6,f6,f6,f6,f6,f6,f6,f6,f2,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4505.547169,1.42E+65,11.36363636,100,40,*,*,*,*,*,*,+,*,+,*,-,*,*,f1,*,*,*,f2,*,/,*,f8,*,*,*,*,+,*,*,*,*,*,*,*,*,*,/,*,*,f6,*,*,*,*,*,f6,*,*,f6,*,*,+,+,f6,f6,f6,f6,f1,f6,f6,f6,f6,f6,f6,f1,f6,f1,f8,f6,f6,f6,f6,f6,f6,f6,f6,f1,f6,f6,f1,f6,f6,f1,f6,f6,f6,f6,f6,f6,f6,f6,f6,f2,f3,f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826.479853,9.66E+58,0,100,32.30769231,*,*,*,-,*,+,*,*,f6,-,/,*,-,*,*,*,*,*,/,*,/,-,f6,/,*,*,/,-,*,*,*,*,*,*,*,f8,f6,*,/,/,*,f2,f6,f6,f6,*,*,*,*,*,/,*,-,*,*,f6,f6,f6,f6,f6,f6,f1,f6,f6,f6,f1,f6,f6,f6,f6,f7,f7,f6,f1,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f6,f7,f6,f6,f6,f8,f1,f6,f6,f6,f6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
